work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025,SE,FT,Associate,67500,US,0,US,M
2025,SE,FT,Solution Architect,248700,US,0,US,M
2025,SE,FT,Solution Architect,155700,US,0,US,M
2025,EN,FT,Analyst,60000,US,0,US,M
2025,MI,FT,Manager,126000,CA,0,CA,M
2025,MI,FT,Manager,68000,CA,0,CA,M
2025,SE,FT,Data Analyst,165400,US,0,US,M
2025,SE,FT,Data Analyst,106700,US,0,US,M
2025,SE,FT,Data Analyst,132400,US,0,US,M
2025,SE,FT,Data Analyst,88300,US,0,US,M
2025,SE,FT,Data Analyst,172000,US,0,US,M
2025,SE,FT,Data Analyst,75600,US,0,US,M
2025,SE,FT,Software Engineer,180000,US,0,US,M
2025,SE,FT,Software Engineer,90000,US,0,US,M
2025,SE,FT,Manager,269900,US,0,US,M
2025,SE,FT,Manager,143200,US,0,US,M
2025,MI,FT,Data Engineer,170000,US,0,US,M
2025,MI,FT,Data Engineer,130000,US,0,US,M
2025,MI,FT,Software Engineer,252000,US,0,US,M
2025,MI,FT,Software Engineer,168000,US,0,US,M
2025,MI,FT,Engineer,212800,US,100,US,L
2025,MI,FT,Engineer,136000,US,100,US,L
2025,EN,FT,Data Analyst,17394,PH,100,PH,M
2025,EN,FT,Data Analyst,15347,PH,100,PH,M
2025,SE,FT,Data Scientist,89873,GB,0,GB,M
2025,SE,FT,Software Engineer,252000,US,0,US,M
2025,SE,FT,Software Engineer,168000,US,0,US,M
2025,SE,FT,Engineer,168480,US,0,US,M
2025,SE,FT,Engineer,91520,US,0,US,M
2024,SE,FT,Data Developer,131958,US,0,US,M
2024,SE,FT,Data Developer,79175,US,0,US,M
2024,MI,FT,Manager,280000,US,0,US,M
2024,MI,FT,Manager,80000,US,0,US,M
2024,EN,FT,Analytics Engineer,720000,US,0,US,M
2024,EN,FT,Analytics Engineer,170000,US,0,US,M
2024,MI,FT,Analytics Engineer,720000,US,0,US,M
2024,MI,FT,Analytics Engineer,170000,US,0,US,M
2024,MI,FT,Analytics Engineer,700000,US,100,US,M
2024,MI,FT,Analytics Engineer,100000,US,100,US,M
2024,SE,FT,Data Scientist,179000,US,0,US,M
2024,SE,FT,Data Scientist,112000,US,0,US,M
2024,MI,FT,Engineer,179000,US,0,US,M
2024,MI,FT,Engineer,112000,US,0,US,M
2024,MI,FT,Research Engineer,720000,US,0,US,M
2024,MI,FT,Research Engineer,100000,US,0,US,M
2024,SE,FT,Data and Reporting Analyst,113145,US,100,US,M
2024,SE,FT,Data and Reporting Analyst,70715,US,100,US,M
2024,SE,FT,Software Engineer,720000,US,100,US,M
2024,SE,FT,Software Engineer,100000,US,100,US,M
